"","e","t","action","action_name","is_done","reward","taxi_x_t","taxi_y_t","pass_x_t","pass_y_t","pass_in_taxi","dest_x_t","dest_y_t","taxi_x_t1","taxi_y_t1","pass_x_t1","pass_y_t1","pass_in_taxi_t1","dest_x_t1","dest_y_t1"
"48",0,48,0,"SOUTH","False",-1,1,1,0,4,0,4,0,1,1,0,4,0,4,0
"49",0,49,3,"WEST","False",-1,1,1,0,4,0,4,0,1,1,0,4,0,4,0
"50",0,50,0,"SOUTH","False",-1,1,1,0,4,0,4,0,2,1,0,4,0,4,0
"51",0,51,4,"PICKUP","False",-10,2,1,0,4,0,4,0,2,1,0,4,0,4,0
"52",0,52,2,"EAST","False",-1,2,1,0,4,0,4,0,2,2,0,4,0,4,0
"53",0,53,0,"SOUTH","False",-1,2,2,0,4,0,4,0,3,2,0,4,0,4,0
"54",0,54,2,"EAST","False",-1,3,2,0,4,0,4,0,3,2,0,4,0,4,0
"55",0,55,0,"SOUTH","False",-1,3,2,0,4,0,4,0,4,2,0,4,0,4,0
"56",0,56,2,"EAST","False",-1,4,2,0,4,0,4,0,4,2,0,4,0,4,0
"57",0,57,3,"WEST","False",-1,4,2,0,4,0,4,0,4,1,0,4,0,4,0
"58",0,58,1,"NORTH","False",-1,4,1,0,4,0,4,0,3,1,0,4,0,4,0
"59",0,59,1,"NORTH","False",-1,3,1,0,4,0,4,0,4,1,0,4,0,4,0
"60",0,60,0,"SOUTH","False",-1,4,1,0,4,0,4,0,4,1,0,4,0,4,0
"61",0,61,3,"WEST","False",-1,4,1,0,4,0,4,0,4,1,0,4,0,4,0
"62",0,62,5,"DROPOFF","False",-10,4,1,0,4,0,4,0,4,1,0,4,0,4,0
"63",0,63,1,"NORTH","False",-1,4,1,0,4,0,4,0,3,1,0,4,0,4,0
"64",0,64,1,"NORTH","False",-1,3,1,0,4,0,4,0,2,1,0,4,0,4,0
"65",0,65,2,"EAST","False",-1,2,1,0,4,0,4,0,2,2,0,4,0,4,0
"66",0,66,1,"NORTH","False",-1,2,2,0,4,0,4,0,1,2,0,4,0,4,0
"67",0,67,3,"WEST","False",-1,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"68",0,68,5,"DROPOFF","False",-10,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"69",0,69,0,"SOUTH","False",-1,1,2,0,4,0,4,0,2,2,0,4,0,4,0
"70",0,70,5,"DROPOFF","False",-10,2,2,0,4,0,4,0,2,2,0,4,0,4,0
"71",0,71,4,"PICKUP","False",-10,2,2,0,4,0,4,0,2,2,0,4,0,4,0
"72",0,72,4,"PICKUP","False",-10,2,2,0,4,0,4,0,2,2,0,4,0,4,0
"73",0,73,1,"NORTH","False",-1,2,2,0,4,0,4,0,1,2,0,4,0,4,0
"74",0,74,0,"SOUTH","False",-1,1,2,0,4,0,4,0,2,2,0,4,0,4,0
"75",0,75,0,"SOUTH","False",-1,2,2,0,4,0,4,0,2,2,0,4,0,4,0
"76",0,76,1,"NORTH","False",-1,2,2,0,4,0,4,0,1,2,0,4,0,4,0
"77",0,77,4,"PICKUP","False",-10,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"78",0,78,0,"SOUTH","False",-1,1,2,0,4,0,4,0,2,2,0,4,0,4,0
"79",0,79,1,"NORTH","False",-1,2,2,0,4,0,4,0,1,2,0,4,0,4,0
"80",0,80,3,"WEST","False",-1,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"81",0,81,3,"WEST","False",-1,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"82",0,82,2,"EAST","False",-1,1,2,0,4,0,4,0,1,3,0,4,0,4,0
"83",0,83,1,"NORTH","False",-1,1,3,0,4,0,4,0,0,3,0,4,0,4,0
"84",0,84,1,"NORTH","False",-1,0,3,0,4,0,4,0,0,3,0,4,0,4,0
"85",0,85,3,"WEST","False",-1,0,3,0,4,0,4,0,0,2,0,4,0,4,0
"86",0,86,0,"SOUTH","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"87",0,87,2,"EAST","False",-1,0,2,0,4,0,4,0,0,3,0,4,0,4,0
"88",0,88,2,"EAST","False",-1,0,3,0,4,0,4,0,0,3,0,4,0,4,0
"89",0,89,1,"NORTH","False",-1,0,3,0,4,0,4,0,0,3,0,4,0,4,0
"90",0,90,1,"NORTH","False",-1,0,3,0,4,0,4,0,0,3,0,4,0,4,0
"91",0,91,4,"PICKUP","False",-10,0,3,0,4,0,4,0,0,3,0,4,0,4,0
"92",0,92,0,"SOUTH","False",-1,0,3,0,4,0,4,0,1,3,0,4,0,4,0
"93",0,93,0,"SOUTH","False",-1,1,3,0,4,0,4,0,2,3,0,4,0,4,0
"94",0,94,2,"EAST","False",-1,2,3,0,4,0,4,0,2,4,0,4,0,4,0
"95",0,95,0,"SOUTH","False",-1,2,4,0,4,0,4,0,1,4,0,4,0,4,0
"96",0,96,3,"WEST","False",-1,1,4,0,4,0,4,0,1,4,0,4,0,4,0
"97",0,97,5,"DROPOFF","False",-10,1,4,0,4,0,4,0,1,4,0,4,0,4,0
"98",0,98,1,"NORTH","False",-1,1,4,0,4,0,4,0,2,4,0,4,0,4,0
"99",0,99,3,"WEST","False",-1,2,4,0,4,0,4,0,2,3,0,4,0,4,0
"100",0,100,4,"PICKUP","False",-10,2,3,0,4,0,4,0,2,3,0,4,0,4,0
"101",0,101,0,"SOUTH","False",-1,2,3,0,4,0,4,0,3,3,0,4,0,4,0
"102",0,102,5,"DROPOFF","False",-10,3,3,0,4,0,4,0,3,3,0,4,0,4,0
"103",0,103,4,"PICKUP","False",-10,3,3,0,4,0,4,0,3,3,0,4,0,4,0
"104",0,104,5,"DROPOFF","False",-10,3,3,0,4,0,4,0,3,3,0,4,0,4,0
"105",0,105,2,"EAST","False",-1,3,3,0,4,0,4,0,3,4,0,4,0,4,0
"106",0,106,0,"SOUTH","False",-1,3,4,0,4,0,4,0,4,4,0,4,0,4,0
"107",0,107,1,"NORTH","False",-1,4,4,0,4,0,4,0,3,4,0,4,0,4,0
"108",0,108,2,"EAST","False",-1,3,4,0,4,0,4,0,3,4,0,4,0,4,0
"109",0,109,4,"PICKUP","False",-10,3,4,0,4,0,4,0,3,4,0,4,0,4,0
"110",0,110,0,"SOUTH","False",-1,3,4,0,4,0,4,0,4,4,0,4,0,4,0
"111",0,111,2,"EAST","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"112",0,112,4,"PICKUP","False",-10,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"113",0,113,1,"NORTH","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"114",0,114,2,"EAST","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"115",0,115,3,"WEST","False",-1,4,4,0,4,0,4,0,4,3,0,4,0,4,0
"116",0,116,0,"SOUTH","False",-1,4,3,0,4,0,4,0,4,3,0,4,0,4,0
"117",0,117,2,"EAST","False",-1,4,3,0,4,0,4,0,4,4,0,4,0,4,0
"118",0,118,0,"SOUTH","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"119",0,119,0,"SOUTH","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"120",0,120,4,"PICKUP","False",-10,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"121",0,121,4,"PICKUP","False",-10,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"122",0,122,5,"DROPOFF","False",-10,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"123",0,123,4,"PICKUP","False",-10,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"124",0,124,0,"SOUTH","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"125",0,125,2,"EAST","False",-1,4,4,0,4,0,4,0,4,4,0,4,0,4,0
"126",0,126,1,"NORTH","False",-1,4,4,0,4,0,4,0,3,4,0,4,0,4,0
"127",0,127,4,"PICKUP","False",-10,3,4,0,4,0,4,0,3,4,0,4,0,4,0
"128",0,128,3,"WEST","False",-1,3,4,0,4,0,4,0,3,3,0,4,0,4,0
"129",0,129,1,"NORTH","False",-1,3,3,0,4,0,4,0,2,3,0,4,0,4,0
"130",0,130,4,"PICKUP","False",-10,2,3,0,4,0,4,0,2,3,0,4,0,4,0
"131",0,131,5,"DROPOFF","False",-10,2,3,0,4,0,4,0,2,3,0,4,0,4,0
"132",0,132,5,"DROPOFF","False",-10,2,3,0,4,0,4,0,2,3,0,4,0,4,0
"133",0,133,2,"EAST","False",-1,2,3,0,4,0,4,0,2,3,0,4,0,4,0
"134",0,134,3,"WEST","False",-1,2,3,0,4,0,4,0,2,2,0,4,0,4,0
"135",0,135,3,"WEST","False",-1,2,2,0,4,0,4,0,2,1,0,4,0,4,0
"136",0,136,4,"PICKUP","False",-10,2,1,0,4,0,4,0,2,1,0,4,0,4,0
"137",0,137,3,"WEST","False",-1,2,1,0,4,0,4,0,2,0,0,4,0,4,0
"138",0,138,3,"WEST","False",-1,2,0,0,4,0,4,0,2,0,0,4,0,4,0
"139",0,139,0,"SOUTH","False",-1,2,0,0,4,0,4,0,3,0,0,4,0,4,0
"140",0,140,2,"EAST","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"141",0,141,4,"PICKUP","False",-10,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"142",0,142,5,"DROPOFF","False",-10,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"143",0,143,4,"PICKUP","False",-10,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"144",0,144,1,"NORTH","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"145",0,145,3,"WEST","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"146",0,146,2,"EAST","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"147",0,147,2,"EAST","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"148",0,148,4,"PICKUP","False",-10,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"149",0,149,0,"SOUTH","False",-1,3,0,0,4,0,4,0,4,0,0,4,0,4,0
"150",0,150,5,"DROPOFF","False",-10,4,0,0,4,0,4,0,4,0,0,4,0,4,0
"151",0,151,2,"EAST","False",-1,4,0,0,4,0,4,0,4,0,0,4,0,4,0
"152",0,152,4,"PICKUP","False",-10,4,0,0,4,0,4,0,4,0,0,4,0,4,0
"153",0,153,2,"EAST","False",-1,4,0,0,4,0,4,0,4,0,0,4,0,4,0
"154",0,154,2,"EAST","False",-1,4,0,0,4,0,4,0,4,0,0,4,0,4,0
"155",0,155,3,"WEST","False",-1,4,0,0,4,0,4,0,4,0,0,4,0,4,0
"156",0,156,1,"NORTH","False",-1,4,0,0,4,0,4,0,3,0,0,4,0,4,0
"157",0,157,3,"WEST","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"158",0,158,4,"PICKUP","False",-10,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"159",0,159,5,"DROPOFF","False",-10,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"160",0,160,2,"EAST","False",-1,3,0,0,4,0,4,0,3,0,0,4,0,4,0
"161",0,161,1,"NORTH","False",-1,3,0,0,4,0,4,0,2,0,0,4,0,4,0
"162",0,162,3,"WEST","False",-1,2,0,0,4,0,4,0,2,0,0,4,0,4,0
"163",0,163,3,"WEST","False",-1,2,0,0,4,0,4,0,2,0,0,4,0,4,0
"164",0,164,1,"NORTH","False",-1,2,0,0,4,0,4,0,1,0,0,4,0,4,0
"165",0,165,2,"EAST","False",-1,1,0,0,4,0,4,0,1,1,0,4,0,4,0
"166",0,166,3,"WEST","False",-1,1,1,0,4,0,4,0,1,0,0,4,0,4,0
"167",0,167,1,"NORTH","False",-1,1,0,0,4,0,4,0,1,0,0,4,0,4,0
"168",0,168,4,"PICKUP","False",-10,1,0,0,4,0,4,0,1,0,0,4,0,4,0
"169",0,169,3,"WEST","False",-1,1,0,0,4,0,4,0,1,0,0,4,0,4,0
"170",0,170,3,"WEST","False",-1,1,0,0,4,0,4,0,1,0,0,4,0,4,0
"171",0,171,0,"SOUTH","False",-1,1,0,0,4,0,4,0,2,0,0,4,0,4,0
"172",0,172,1,"NORTH","False",-1,2,0,0,4,0,4,0,2,0,0,4,0,4,0
"173",0,173,3,"WEST","False",-1,2,0,0,4,0,4,0,2,0,0,4,0,4,0
"174",0,174,4,"PICKUP","False",-10,2,0,0,4,0,4,0,2,0,0,4,0,4,0
"175",0,175,2,"EAST","False",-1,2,0,0,4,0,4,0,2,1,0,4,0,4,0
"176",0,176,5,"DROPOFF","False",-10,2,1,0,4,0,4,0,2,1,0,4,0,4,0
"177",0,177,4,"PICKUP","False",-10,2,1,0,4,0,4,0,2,1,0,4,0,4,0
"178",0,178,4,"PICKUP","False",-10,2,1,0,4,0,4,0,2,1,0,4,0,4,0
"179",0,179,1,"NORTH","False",-1,2,1,0,4,0,4,0,1,1,0,4,0,4,0
"180",0,180,0,"SOUTH","False",-1,1,1,0,4,0,4,0,2,1,0,4,0,4,0
"181",0,181,1,"NORTH","False",-1,2,1,0,4,0,4,0,1,1,0,4,0,4,0
"182",0,182,3,"WEST","False",-1,1,1,0,4,0,4,0,1,0,0,4,0,4,0
"183",0,183,5,"DROPOFF","False",-10,1,0,0,4,0,4,0,1,0,0,4,0,4,0
"184",0,184,4,"PICKUP","False",-10,1,0,0,4,0,4,0,1,0,0,4,0,4,0
"185",0,185,1,"NORTH","False",-1,1,0,0,4,0,4,0,2,0,0,4,0,4,0
"186",0,186,2,"EAST","False",-1,2,0,0,4,0,4,0,2,1,0,4,0,4,0
"187",0,187,4,"PICKUP","False",-10,2,1,0,4,0,4,0,2,1,0,4,0,4,0
"188",0,188,1,"NORTH","False",-1,2,1,0,4,0,4,0,3,1,0,4,0,4,0
"189",0,189,2,"EAST","False",-1,3,1,0,4,0,4,0,3,2,0,4,0,4,0
"190",0,190,1,"NORTH","False",-1,3,2,0,4,0,4,0,2,2,0,4,0,4,0
"191",0,191,1,"NORTH","False",-1,2,2,0,4,0,4,0,1,2,0,4,0,4,0
"192",0,192,5,"DROPOFF","False",-10,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"193",0,193,1,"NORTH","False",-1,1,2,0,4,0,4,0,0,2,0,4,0,4,0
"194",0,194,1,"NORTH","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"195",0,195,5,"DROPOFF","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"196",0,196,3,"WEST","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"197",0,197,5,"DROPOFF","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"198",0,198,3,"WEST","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"199",0,199,5,"DROPOFF","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"200",1,1,5,"DROPOFF","False",-10,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"201",1,2,2,"EAST","False",-1,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"202",1,3,5,"DROPOFF","False",-10,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"203",1,4,0,"SOUTH","False",-1,0,1,0,4,0,4,0,1,1,0,4,0,4,0
"204",1,5,1,"NORTH","False",-1,1,1,0,4,0,4,0,1,1,0,4,0,4,0
"205",1,6,1,"NORTH","False",-1,1,1,0,4,0,4,0,0,1,0,4,0,4,0
"206",1,7,5,"DROPOFF","False",-10,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"207",1,8,4,"PICKUP","False",-10,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"208",1,9,2,"EAST","False",-1,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"209",1,10,2,"EAST","False",-1,0,1,0,4,0,4,0,0,1,0,4,0,4,0
"210",1,11,3,"WEST","False",-1,0,1,0,4,0,4,0,0,2,0,4,0,4,0
"211",1,12,4,"PICKUP","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"212",1,13,2,"EAST","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"213",1,14,4,"PICKUP","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"214",1,15,2,"EAST","False",-1,0,2,0,4,0,4,0,0,3,0,4,0,4,0
"215",1,16,2,"EAST","False",-1,0,3,0,4,0,4,0,0,4,0,4,0,4,0
"216",1,17,2,"EAST","False",-1,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"217",1,18,2,"EAST","False",-1,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"218",1,19,2,"EAST","False",-1,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"219",1,20,0,"SOUTH","False",-1,0,4,0,4,0,4,0,1,4,0,4,0,4,0
"220",1,21,2,"EAST","False",-1,1,4,0,4,0,4,0,1,4,0,4,0,4,0
"221",1,22,1,"NORTH","False",-1,1,4,0,4,0,4,0,0,4,0,4,0,4,0
"222",1,23,1,"NORTH","False",-1,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"223",1,24,5,"DROPOFF","False",-10,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"224",1,25,1,"NORTH","False",-1,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"225",1,26,3,"WEST","False",-1,0,4,0,4,0,4,0,0,3,0,4,0,4,0
"226",1,27,3,"WEST","False",-1,0,3,0,4,0,4,0,0,2,0,4,0,4,0
"227",1,28,1,"NORTH","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"228",1,29,2,"EAST","False",-1,0,2,0,4,0,4,0,0,3,0,4,0,4,0
"229",1,30,1,"NORTH","False",-1,0,3,0,4,0,4,0,1,3,0,4,0,4,0
"230",1,31,1,"NORTH","False",-1,1,3,0,4,0,4,0,0,3,0,4,0,4,0
"231",1,32,3,"WEST","False",-1,0,3,0,4,0,4,0,0,2,0,4,0,4,0
"232",1,33,3,"WEST","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"233",1,34,0,"SOUTH","False",-1,0,2,0,4,0,4,0,1,2,0,4,0,4,0
"234",1,35,4,"PICKUP","False",-10,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"235",1,36,2,"EAST","False",-1,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"236",1,37,1,"NORTH","False",-1,1,2,0,4,0,4,0,0,2,0,4,0,4,0
"237",1,38,2,"EAST","False",-1,0,2,0,4,0,4,0,0,3,0,4,0,4,0
"238",1,39,2,"EAST","False",-1,0,3,0,4,0,4,0,0,4,0,4,0,4,0
"239",1,40,5,"DROPOFF","False",-10,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"240",1,41,4,"PICKUP","False",-1,0,4,0,4,0,4,0,0,4,0,4,1,4,0
"241",1,42,4,"PICKUP","False",-10,0,4,0,4,1,4,0,0,4,0,4,1,4,0
"242",1,43,0,"SOUTH","False",-1,0,4,0,4,1,4,0,1,4,1,4,1,4,0
"243",1,44,5,"DROPOFF","False",-10,1,4,1,4,1,4,0,1,4,1,4,1,4,0
"244",1,45,5,"DROPOFF","False",-10,1,4,1,4,1,4,0,1,4,1,4,1,4,0
"245",1,46,1,"NORTH","False",-1,1,4,1,4,1,4,0,0,4,0,4,1,4,0
"246",1,47,0,"SOUTH","False",-1,0,4,0,4,1,4,0,1,4,1,4,1,4,0
"247",1,48,5,"DROPOFF","False",-10,1,4,1,4,1,4,0,1,4,1,4,1,4,0
"248",1,49,5,"DROPOFF","False",-10,1,4,1,4,1,4,0,1,4,1,4,1,4,0
"249",1,50,5,"DROPOFF","False",-10,1,4,1,4,1,4,0,1,4,1,4,1,4,0
"250",1,51,2,"EAST","False",-1,1,4,1,4,1,4,0,1,4,1,4,1,4,0
"251",1,52,0,"SOUTH","False",-1,1,4,1,4,1,4,0,2,4,2,4,1,4,0
"252",1,53,3,"WEST","False",-1,2,4,2,4,1,4,0,2,4,2,4,1,4,0
"253",1,54,4,"PICKUP","False",-10,2,4,2,4,1,4,0,2,4,2,4,1,4,0
"254",1,55,2,"EAST","False",-1,2,4,2,4,1,4,0,2,4,2,4,1,4,0
"255",1,56,3,"WEST","False",-1,2,4,2,4,1,4,0,2,3,2,3,1,4,0
"256",1,57,4,"PICKUP","False",-10,2,3,2,3,1,4,0,2,3,2,3,1,4,0
"257",1,58,5,"DROPOFF","False",-10,2,3,2,3,1,4,0,2,3,2,3,1,4,0
"258",1,59,1,"NORTH","False",-1,2,3,2,3,1,4,0,1,3,1,3,1,4,0
"259",1,60,4,"PICKUP","False",-10,1,3,1,3,1,4,0,1,3,1,3,1,4,0
"260",1,61,1,"NORTH","False",-1,1,3,1,3,1,4,0,0,3,0,3,1,4,0
"261",1,62,3,"WEST","False",-1,0,3,0,3,1,4,0,0,3,0,3,1,4,0
"262",1,63,5,"DROPOFF","False",-10,0,3,0,3,1,4,0,0,3,0,3,1,4,0
"263",1,64,5,"DROPOFF","False",-10,0,3,0,3,1,4,0,0,3,0,3,1,4,0
"264",1,65,4,"PICKUP","False",-10,0,3,0,3,1,4,0,0,3,0,3,1,4,0
"265",1,66,0,"SOUTH","False",-1,0,3,0,3,1,4,0,0,3,0,3,1,4,0
"266",1,67,2,"EAST","False",-1,0,3,0,3,1,4,0,0,4,0,4,1,4,0
"267",1,68,5,"DROPOFF","False",-1,0,4,0,4,1,4,0,0,4,0,4,0,4,0
"268",1,69,2,"EAST","False",-1,0,4,0,4,0,4,0,0,4,0,4,0,4,0
"269",1,70,3,"WEST","False",-1,0,4,0,4,0,4,0,0,3,0,4,0,4,0
"270",1,71,3,"WEST","False",-1,0,3,0,4,0,4,0,0,2,0,4,0,4,0
"271",1,72,2,"EAST","False",-1,0,2,0,4,0,4,0,0,3,0,4,0,4,0
"272",1,73,3,"WEST","False",-1,0,3,0,4,0,4,0,0,2,0,4,0,4,0
"273",1,74,4,"PICKUP","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"274",1,75,1,"NORTH","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"275",1,76,4,"PICKUP","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"276",1,77,4,"PICKUP","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"277",1,78,3,"WEST","False",-1,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"278",1,79,5,"DROPOFF","False",-10,0,2,0,4,0,4,0,0,2,0,4,0,4,0
"279",1,80,0,"SOUTH","False",-1,0,2,0,4,0,4,0,1,2,0,4,0,4,0
"280",1,81,5,"DROPOFF","False",-10,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"281",1,82,5,"DROPOFF","False",-10,1,2,0,4,0,4,0,1,2,0,4,0,4,0
"282",1,83,2,"EAST","False",-1,1,2,0,4,0,4,0,1,3,0,4,0,4,0
"283",1,84,5,"DROPOFF","False",-10,1,3,0,4,0,4,0,1,3,0,4,0,4,0
"284",1,85,3,"WEST","False",-1,1,3,0,4,0,4,0,1,2,0,4,0,4,0
